,Unnamed: 0,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total Score,Pass/Fail
3919,3919,female,group D,some college,standard,completed,89,88,101,278,P
3920,3920,female,group C,some college,standard,none,88,95,81,264,P
3921,3921,male,group C,some high school,standard,completed,63,63,56,182,P
3922,3922,female,group A,bachelor's degree,standard,none,41,57,64,162,P
3923,3923,female,group C,associate's degree,free/reduced,none,58,78,66,202,P
3924,3924,female,group D,some college,free/reduced,none,54,63,66,183,P
3925,3925,female,group D,bachelor's degree,standard,none,80,78,80,238,P
3926,3926,male,group E,some college,standard,none,64,50,34,148,F
3927,3927,male,group C,bachelor's degree,standard,completed,90,90,89,269,P
3928,3928,male,group E,some college,standard,none,80,78,73,231,P
3929,3929,male,group C,high school,standard,none,55,65,54,174,P
3930,3930,female,group E,high school,standard,completed,73,74,82,229,P
3931,3931,male,group D,some college,standard,none,74,75,65,214,P
3932,3932,male,group C,high school,standard,none,67,70,58,195,P
3933,3933,male,group C,bachelor's degree,standard,completed,98,82,80,260,P
3934,3934,female,group B,bachelor's degree,standard,none,92,104,89,285,P
3935,3935,female,group C,bachelor's degree,free/reduced,completed,76,87,94,257,P
3936,3936,female,group C,some college,free/reduced,none,72,82,89,243,P
3937,3937,female,group B,some college,free/reduced,completed,67,73,77,217,P
3938,3938,male,group A,associate's degree,standard,none,45,54,48,147,P
3939,3939,male,group E,some high school,free/reduced,completed,81,88,78,247,P
3940,3940,female,group B,bachelor's degree,standard,none,49,62,61,172,P
3941,3941,female,group B,some high school,standard,none,63,83,91,237,P
3942,3942,male,group E,high school,standard,none,77,58,57,192,P
3943,3943,male,group C,high school,free/reduced,completed,53,50,46,149,P
3944,3944,female,group D,associate's degree,standard,completed,64,76,83,223,P
3945,3945,male,group D,bachelor's degree,standard,completed,64,74,73,211,P
3946,3946,male,group E,high school,free/reduced,none,56,59,57,172,P
3947,3947,female,group A,associate's degree,standard,none,91,98,92,281,P
3948,3948,male,group B,associate's degree,standard,none,51,47,39,137,F
3949,3949,female,group D,associate's degree,free/reduced,none,42,58,49,149,P
3950,3950,female,group E,associate's degree,standard,none,59,44,60,163,P
3951,3951,male,group C,bachelor's degree,standard,completed,97,85,98,280,P
3952,3952,male,group C,associate's degree,standard,none,87,76,89,252,P
3953,3953,female,group B,associate's degree,free/reduced,none,53,73,74,200,P
3954,3954,female,group D,high school,standard,none,73,67,77,217,P
3955,3955,female,group E,associate's degree,standard,none,54,53,70,177,P
3956,3956,female,group D,some college,standard,none,64,71,69,204,P
3957,3957,male,group B,associate's degree,standard,none,82,81,68,231,P
3958,3958,male,group E,bachelor's degree,standard,none,80,57,67,204,P
3959,3959,female,group C,high school,free/reduced,completed,47,63,70,180,P
3960,3960,male,group C,high school,standard,completed,67,70,55,192,P
3961,3961,female,group C,associate's degree,free/reduced,completed,57,58,62,177,P
3962,3962,male,group D,high school,standard,none,51,46,55,152,P
3963,3963,male,group D,associate's degree,free/reduced,none,70,66,62,198,P
3964,3964,female,group D,some college,standard,none,72,68,78,218,P
3965,3965,male,group A,high school,free/reduced,none,45,58,48,151,P
3966,3966,female,group C,associate's degree,standard,none,86,77,83,246,P
3967,3967,female,group E,some college,standard,none,63,73,63,199,P
3968,3968,male,group C,associate's degree,standard,none,92,80,85,257,P
3969,3969,female,group C,some high school,standard,completed,92,97,100,289,P
3970,3970,male,group E,some high school,free/reduced,completed,71,66,56,193,P
3971,3971,female,group D,some high school,standard,none,53,65,52,170,P
3972,3972,male,group C,some college,free/reduced,none,73,59,59,191,P
3973,3973,female,group D,some high school,free/reduced,none,29,33,27,89,F
3974,3974,female,group B,high school,free/reduced,completed,23,50,31,104,F
3975,3975,male,group E,associate's degree,standard,completed,77,86,69,232,P
3976,3976,male,group D,associate's degree,free/reduced,completed,62,80,76,218,P
3977,3977,female,group C,associate's degree,standard,none,62,75,74,211,P
3978,3978,female,group D,master's degree,free/reduced,completed,42,58,72,172,P
3979,3979,male,group C,bachelor's degree,free/reduced,none,32,63,49,144,F
3980,3980,male,group C,some high school,free/reduced,completed,46,54,51,151,P
3981,3981,female,group D,associate's degree,standard,completed,76,82,79,237,P
3982,3982,male,group A,high school,standard,none,55,54,44,153,P
3983,3983,male,group C,some college,standard,none,62,53,50,165,P
3984,3984,male,group D,bachelor's degree,free/reduced,completed,62,70,80,212,P
3985,3985,male,group A,some high school,free/reduced,none,44,29,41,114,F
3986,3986,male,group C,master's degree,standard,none,69,71,67,207,P
3987,3987,female,group C,some college,standard,none,77,66,75,218,P
3988,3988,male,group A,high school,free/reduced,completed,71,64,66,201,P
3989,3989,male,group C,some college,standard,none,94,79,84,257,P
3990,3990,male,group E,some high school,standard,completed,75,53,60,188,P
3991,3991,male,group D,some high school,standard,none,73,68,69,210,P
3992,3992,male,group D,some high school,free/reduced,none,57,43,44,144,P
3993,3993,female,group B,high school,standard,none,82,98,94,274,P
3994,3994,male,group D,some college,standard,completed,64,76,74,214,P
3995,3995,female,group C,master's degree,free/reduced,none,46,67,56,169,P
3996,3996,female,group C,high school,standard,none,40,56,51,147,F
3997,3997,male,group B,associate's degree,free/reduced,none,54,57,56,167,P
3998,3998,male,group E,some high school,standard,none,34,28,27,89,F
3999,3999,male,group B,associate's degree,standard,completed,86,91,89,266,P
4000,4000,female,group D,some high school,free/reduced,completed,63,89,84,236,P
4001,4001,male,group D,associate's degree,standard,completed,64,54,63,181,P
4002,4002,female,group E,associate's degree,standard,completed,95,95,100,290,P
4003,4003,female,group B,high school,standard,completed,66,82,75,223,P
4004,4004,male,group D,some college,free/reduced,none,54,50,58,162,P
4005,4005,female,group E,some college,standard,completed,76,82,93,251,P
4006,4006,male,group A,bachelor's degree,standard,completed,79,70,78,227,P
4007,4007,male,group D,associate's degree,free/reduced,none,85,88,79,252,P
4008,4008,female,group C,bachelor's degree,standard,completed,52,84,74,210,P
4009,4009,female,group C,some high school,standard,none,61,74,69,204,P
4010,4010,male,group D,some high school,free/reduced,none,44,44,38,126,F
4011,4011,male,group C,some college,free/reduced,none,56,58,49,163,P
4012,4012,male,group C,some college,standard,none,95,76,70,241,P
4013,4013,male,group C,high school,standard,none,64,59,61,184,P
4014,4014,male,group B,high school,standard,none,79,82,75,236,P
4015,4015,female,group C,some high school,free/reduced,none,62,83,75,220,P
4016,4016,male,group C,bachelor's degree,free/reduced,completed,73,76,71,220,P
4017,4017,female,group B,high school,standard,none,88,97,87,272,P
4018,4018,female,group A,associate's degree,standard,completed,66,77,76,219,P
4019,4019,male,group B,bachelor's degree,free/reduced,none,65,64,59,188,P
4020,4020,female,group C,some high school,standard,none,70,69,80,219,P
4021,4021,female,group A,high school,free/reduced,completed,71,81,94,246,P
4022,4022,female,group C,high school,standard,none,67,73,87,227,P
4023,4023,male,group C,high school,free/reduced,completed,59,51,48,158,P
4024,4024,male,group C,some college,free/reduced,none,72,69,68,209,P
4025,4025,female,group C,high school,standard,none,27,27,24,78,F
4026,4026,male,group E,some college,free/reduced,completed,52,46,43,141,P
4027,4027,female,group D,some college,free/reduced,completed,65,80,76,221,P
4028,4028,male,group B,some high school,standard,completed,58,75,64,197,P
4029,4029,male,group A,high school,free/reduced,none,56,58,42,156,P
4030,4030,male,group A,high school,standard,none,53,44,51,148,P
4031,4031,male,group D,master's degree,standard,none,81,81,88,250,P
4032,4032,female,group D,master's degree,standard,none,59,70,67,196,P
4033,4033,female,group D,some college,free/reduced,none,47,58,64,169,P
4034,4034,female,group C,some college,standard,none,66,67,79,212,P
4035,4035,male,group D,some college,standard,none,79,81,69,229,P
4036,4036,male,group A,some college,standard,completed,60,45,54,159,P
4037,4037,female,group A,associate's degree,standard,completed,70,70,72,212,P
4038,4038,male,group A,some college,standard,completed,101,93,80,274,P
4039,4039,female,group B,associate's degree,free/reduced,none,50,66,64,180,P
4040,4040,male,group D,bachelor's degree,free/reduced,completed,35,37,41,113,F
4041,4041,female,group D,some college,free/reduced,none,77,80,83,240,P
4042,4042,male,group C,high school,standard,none,77,65,60,202,P
4043,4043,female,group E,associate's degree,standard,none,95,91,89,275,P
4044,4044,female,group E,high school,standard,completed,75,72,75,222,P
4045,4045,male,group B,high school,standard,none,47,43,50,140,P
4046,4046,male,group D,some high school,standard,completed,79,67,67,213,P
4047,4047,male,group D,master's degree,free/reduced,completed,83,88,92,263,P
4048,4048,female,group D,high school,standard,none,74,85,86,245,P
4049,4049,female,group C,high school,standard,none,71,85,83,239,P
4050,4050,female,group A,some high school,free/reduced,none,30,35,45,110,F
4051,4051,female,group D,some college,standard,completed,71,81,73,225,P
4052,4052,female,group B,associate's degree,standard,completed,82,83,91,256,P
4053,4053,male,group A,some high school,free/reduced,none,71,66,59,196,P
4054,4054,female,group D,some college,standard,completed,73,76,73,222,P
4055,4055,male,group D,high school,free/reduced,completed,82,77,78,237,P
4056,4056,female,group B,some high school,standard,completed,40,43,44,127,F
4057,4057,female,group C,some college,free/reduced,none,59,63,61,183,P
4058,4058,male,group A,some high school,standard,none,49,37,32,118,F
4059,4059,female,group B,associate's degree,standard,completed,99,92,92,283,P
4060,4060,male,group C,high school,standard,none,77,73,67,217,P
4061,4061,male,group D,associate's degree,standard,none,76,69,63,208,P
4062,4062,male,group D,some high school,free/reduced,none,55,45,35,135,F
4063,4063,male,group C,associate's degree,standard,completed,99,90,88,277,P
4064,4064,female,group D,high school,standard,none,45,62,62,169,P
4065,4065,male,group D,bachelor's degree,free/reduced,none,71,59,64,194,P
4066,4066,male,group D,some high school,free/reduced,completed,46,54,54,154,P
4067,4067,male,group E,associate's degree,free/reduced,completed,73,69,75,217,P
4068,4068,male,group E,high school,free/reduced,none,46,60,45,151,P
4069,4069,female,group D,bachelor's degree,free/reduced,none,77,96,91,264,P
4070,4070,male,group A,some college,standard,completed,101,101,85,287,P
4071,4071,female,group C,high school,standard,none,67,77,70,214,P
4072,4072,female,group A,high school,standard,completed,76,75,82,233,P
4073,4073,female,group B,high school,standard,none,62,64,56,182,P
4074,4074,male,group B,some college,free/reduced,none,65,65,60,190,P
4075,4075,male,group B,high school,standard,completed,58,47,47,152,P
4076,4076,female,group D,high school,standard,none,46,72,50,168,P
4077,4077,male,group C,bachelor's degree,free/reduced,none,47,49,47,143,P
4078,4078,male,group E,bachelor's degree,standard,completed,101,96,105,302,P
4079,4079,female,group D,associate's degree,standard,none,74,69,75,218,P
4080,4080,female,group C,associate's degree,standard,completed,62,87,77,226,P
4081,4081,female,group B,some high school,standard,completed,62,92,69,223,P
4082,4082,male,group D,some high school,standard,none,83,80,78,241,P
4083,4083,female,group B,some high school,free/reduced,completed,68,77,81,226,P
4084,4084,male,group D,some college,free/reduced,none,68,71,58,197,P
4085,4085,male,group C,high school,standard,none,78,55,55,188,P
4086,4086,male,group C,associate's degree,standard,none,60,52,60,172,P
4087,4087,male,group A,some college,standard,completed,95,93,86,274,P
4088,4088,female,group D,some high school,standard,none,52,65,62,179,P
4089,4089,male,group D,associate's degree,free/reduced,none,53,55,45,153,P
4090,4090,male,group E,high school,free/reduced,none,49,56,46,151,P
4091,4091,female,group B,some high school,standard,completed,70,81,76,227,P
4092,4092,male,group D,associate's degree,free/reduced,none,80,76,65,221,P
4093,4093,female,group B,high school,free/reduced,completed,45,54,58,157,P
4094,4094,female,group C,some high school,standard,completed,63,77,71,211,P
4095,4095,female,group B,associate's degree,standard,none,44,45,47,136,P
4096,4096,male,group C,high school,standard,none,67,71,75,213,P
4097,4097,male,group D,bachelor's degree,standard,none,47,54,42,143,P
4098,4098,female,group D,some college,standard,none,66,82,71,219,P
4099,4099,female,group D,some college,free/reduced,none,64,76,81,221,P
4100,4100,female,group D,associate's degree,standard,none,71,67,66,204,P
4101,4101,male,group B,associate's degree,standard,completed,63,64,60,187,P
4102,4102,female,group C,associate's degree,standard,completed,63,73,74,210,P
4103,4103,male,group D,some high school,standard,completed,95,90,85,270,P
4104,4104,male,group D,some high school,standard,none,86,86,84,256,P
4105,4105,female,group D,master's degree,standard,none,51,66,63,180,P
4106,4106,male,group E,some college,standard,none,73,71,77,221,P
4107,4107,male,group C,some high school,free/reduced,completed,59,30,44,133,F
4108,4108,male,group D,associate's degree,standard,none,68,68,62,198,P
4109,4109,male,group D,high school,free/reduced,none,70,68,71,209,P
4110,4110,male,group E,associate's degree,standard,completed,60,66,68,194,P
