,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
3663,female,group D,some college,free/reduced,none,45,50,52
3664,female,group D,some college,free/reduced,none,62,70,75
3665,male,group C,some college,standard,completed,93,89,100
3666,female,group D,some high school,standard,none,71,70,74
3667,male,group B,some college,standard,completed,87,86,90
3668,male,group E,some high school,standard,none,89,88,71
3669,male,group B,associate's degree,standard,completed,66,58,56
3670,female,group D,some high school,standard,none,71,77,86
3671,male,group A,bachelor's degree,standard,none,92,97,88
3672,male,group D,some college,standard,none,77,53,52
3673,female,group B,some college,standard,none,73,74,76
3674,female,group A,some college,free/reduced,none,53,68,49
3675,male,group C,some high school,free/reduced,completed,51,37,44
3676,male,group C,high school,standard,none,68,68,69
3677,male,group E,some college,standard,none,94,77,78
3678,female,group E,some college,free/reduced,completed,41,58,60
3679,female,group E,master's degree,standard,none,59,73,78
3680,male,group C,some college,standard,none,61,53,53
3681,male,group E,some college,standard,none,96,90,89
3682,male,group C,associate's degree,standard,none,53,58,40
3683,female,group A,some college,standard,none,61,52,67
3684,male,group A,some high school,free/reduced,none,69,60,53
3685,male,group E,associate's degree,standard,none,54,44,30
3686,female,group D,high school,standard,completed,62,82,84
3687,female,group D,some high school,standard,completed,67,74,74
3688,male,group C,some college,free/reduced,none,76,71,66
3689,male,group A,some high school,free/reduced,none,67,55,56
3690,female,group D,master's degree,standard,completed,81,82,85
3691,female,group D,master's degree,standard,none,49,58,67
3692,male,group A,high school,standard,completed,63,72,69
3693,male,group B,associate's degree,standard,completed,62,72,64
3694,male,group B,high school,standard,none,66,60,62
3695,male,group C,some high school,free/reduced,completed,57,69,71
3696,female,group B,associate's degree,free/reduced,none,55,78,68
3697,female,group D,some college,standard,none,74,84,86
3698,male,group D,high school,free/reduced,none,42,56,50
3699,female,group C,some college,free/reduced,completed,61,77,77
3700,female,group B,master's degree,free/reduced,completed,51,86,69
3701,female,group C,some college,free/reduced,none,62,70,78
3702,male,group A,some high school,standard,completed,49,50,40
3703,male,group C,bachelor's degree,standard,none,77,91,86
3704,female,group C,high school,standard,completed,68,69,68
3705,female,group C,bachelor's degree,standard,none,92,83,89
3706,male,group C,some college,free/reduced,none,71,70,55
3707,male,group E,some college,standard,none,65,56,63
3708,female,group D,high school,standard,none,51,69,61
3709,female,group D,associate's degree,free/reduced,completed,77,86,82
3710,female,group B,associate's degree,free/reduced,completed,75,92,89
3711,female,group C,bachelor's degree,free/reduced,none,64,79,75
3712,female,group D,high school,standard,none,63,45,60
3713,female,group D,some college,standard,completed,81,96,96
3714,male,group D,master's degree,free/reduced,completed,84,88,83
3715,female,group C,associate's degree,standard,completed,48,86,79
3716,female,group E,high school,free/reduced,none,36,44,35
3717,male,group C,some high school,free/reduced,none,63,56,53
3718,female,group A,master's degree,standard,none,52,57,55
3719,female,group C,high school,standard,none,66,76,70
3720,female,group D,associate's degree,standard,completed,73,75,84
3721,female,group A,bachelor's degree,standard,none,50,55,52
3722,male,group C,associate's degree,standard,none,67,67,67
3723,female,group B,some college,free/reduced,none,47,51,59
3724,female,group C,some college,standard,none,53,55,55
3725,female,group C,associate's degree,standard,completed,64,65,68
3726,female,group E,some college,standard,none,63,77,63
3727,female,group C,associate's degree,standard,completed,49,56,62
3728,female,group D,some high school,standard,none,74,77,80
3729,female,group C,some college,standard,completed,88,93,88
3730,female,group B,associate's degree,standard,none,55,62,65
3731,male,group E,some college,standard,none,60,73,58
3732,male,group B,high school,standard,completed,64,41,50
3733,male,group C,high school,free/reduced,none,50,48,59
3734,male,group D,high school,standard,none,87,85,75
3735,female,group C,some college,standard,none,80,95,94
3736,male,group E,bachelor's degree,standard,completed,100,104,105
3737,male,group E,high school,free/reduced,completed,59,50,61
3738,female,group D,associate's degree,free/reduced,completed,79,93,91
3739,female,group C,some college,standard,none,65,74,78
3740,male,group D,some high school,free/reduced,completed,53,57,66
3741,male,group E,high school,standard,none,74,72,62
3742,female,group D,some college,standard,completed,88,82,99
3743,female,group C,bachelor's degree,free/reduced,none,45,73,65
3744,female,group D,associate's degree,standard,none,74,72,65
3745,male,group C,associate's degree,standard,completed,42,67,57
3746,male,group C,master's degree,standard,none,63,48,55
3747,male,group D,some college,standard,none,49,61,63
3748,male,group B,bachelor's degree,free/reduced,none,62,65,63
3749,female,group C,associate's degree,standard,completed,73,81,88
3750,male,group D,high school,free/reduced,none,66,70,62
3751,male,group E,associate's degree,free/reduced,none,62,50,51
3752,female,group C,high school,standard,none,54,73,65
3753,male,group B,high school,free/reduced,none,38,37,29
3754,male,group D,associate's degree,standard,completed,70,72,65
3755,female,group C,high school,standard,none,53,65,76
3756,female,group D,some high school,standard,completed,59,62,75
3757,male,group C,high school,standard,none,46,49,44
3758,male,group A,some high school,standard,completed,40,47,44
3759,female,group E,master's degree,standard,completed,102,95,106
3760,male,group C,high school,standard,none,77,81,77
3761,male,group D,high school,standard,none,80,73,70
3762,male,group B,high school,standard,none,57,61,59
3763,male,group D,high school,standard,none,61,73,70
3764,female,group E,some college,free/reduced,completed,37,50,54
3765,male,group D,associate's degree,standard,none,83,73,79
3766,male,group B,some high school,standard,completed,74,58,55
3767,male,group A,associate's degree,free/reduced,none,60,51,46
3768,male,group B,high school,standard,none,60,51,45
3769,male,group E,some high school,standard,completed,76,62,51
3770,female,group C,high school,free/reduced,none,58,80,75
3771,female,group C,some high school,standard,completed,60,81,77
3772,female,group B,associate's degree,standard,none,63,67,70
3773,male,group B,bachelor's degree,free/reduced,none,65,63,53
3774,male,group B,associate's degree,free/reduced,none,76,59,66
3775,female,group C,associate's degree,standard,none,67,64,67
3776,female,group C,some college,standard,none,58,76,74
3777,female,group C,some high school,free/reduced,completed,74,85,88
3778,female,group A,some high school,standard,none,44,65,57
3779,male,group D,some high school,standard,none,77,82,77
3780,female,group E,master's degree,standard,completed,99,106,100
3781,male,group D,master's degree,standard,none,80,83,83
3782,female,group C,associate's degree,free/reduced,none,67,78,74
3783,female,group C,high school,free/reduced,none,42,64,54
3784,male,group A,high school,standard,none,79,79,57
3785,male,group B,some college,free/reduced,none,54,59,56
3786,male,group A,bachelor's degree,standard,none,72,62,68
3787,male,group B,high school,free/reduced,none,49,43,51
3788,female,group C,high school,free/reduced,completed,62,83,91
3789,female,group C,some college,standard,completed,60,81,78
3790,male,group C,associate's degree,standard,none,50,44,46
3791,female,group E,high school,standard,none,76,73,70
3792,female,group E,master's degree,free/reduced,none,55,79,62
3793,male,group D,associate's degree,standard,none,88,60,68
3794,male,group D,bachelor's degree,free/reduced,none,44,44,52
3795,female,group D,some college,standard,none,67,75,74
3796,female,group D,master's degree,free/reduced,completed,47,52,67
3797,female,group C,some college,standard,completed,89,84,88
3798,female,group C,some college,standard,completed,66,68,83
3799,male,group E,some high school,standard,completed,72,51,56
3800,female,group D,master's degree,free/reduced,completed,91,86,95
3801,male,group B,high school,standard,completed,58,39,43
3802,male,group B,high school,free/reduced,none,33,23,32
3803,female,group C,some high school,standard,completed,66,76,78
3804,female,group C,master's degree,standard,completed,71,79,88
3805,male,group B,some high school,standard,completed,66,51,56
3806,male,group A,high school,standard,completed,78,80,73
3807,female,group C,high school,free/reduced,completed,48,60,68
3808,female,group E,some high school,free/reduced,none,80,73,75
3809,female,group A,some high school,free/reduced,none,35,44,39
3810,female,group C,associate's degree,standard,none,58,67,71
3811,female,group C,bachelor's degree,standard,completed,89,103,97
3812,male,group E,high school,free/reduced,completed,80,84,81
3813,male,group C,bachelor's degree,free/reduced,none,37,58,45
3814,male,group B,associate's degree,free/reduced,completed,63,60,51
3815,female,group D,associate's degree,free/reduced,none,52,72,73
3816,female,group E,bachelor's degree,standard,none,79,79,80
3817,female,group D,bachelor's degree,free/reduced,none,84,93,97
3818,male,group E,associate's degree,free/reduced,none,50,41,48
3819,female,group A,some high school,free/reduced,none,40,45,40
3820,male,group C,bachelor's degree,standard,none,82,77,86
3821,male,group A,some high school,standard,completed,43,36,43
3822,female,group C,high school,free/reduced,completed,64,75,65
3823,male,group B,associate's degree,free/reduced,none,68,58,59
3824,male,group D,high school,free/reduced,none,64,71,69
3825,female,group B,high school,standard,completed,62,89,79
3826,female,group A,some high school,free/reduced,none,50,44,46
3827,female,group D,some college,standard,none,66,76,78
3828,female,group D,high school,free/reduced,completed,71,61,69
3829,female,group C,some high school,free/reduced,completed,61,76,67
3830,female,group D,master's degree,standard,none,71,72,70
3831,female,group B,some college,standard,completed,48,64,66
3832,male,group D,some college,free/reduced,none,62,51,61
3833,female,group D,associate's degree,free/reduced,completed,59,67,71
3834,male,group E,associate's degree,free/reduced,none,58,53,55
3835,male,group B,associate's degree,standard,none,75,68,62
3836,female,group C,associate's degree,free/reduced,none,70,77,70
3837,male,group E,some college,standard,none,77,70,74
3838,male,group D,high school,standard,none,56,54,53
3839,female,group E,high school,free/reduced,none,63,61,68
3840,male,group D,associate's degree,standard,none,71,66,64
3841,female,group C,some college,free/reduced,none,34,44,50
3842,male,group D,bachelor's degree,free/reduced,completed,84,67,77
3843,female,group C,some high school,standard,none,72,96,87
